contig_name,read_count,contig_length,contig_coverage,NT.species_taxid,NT.genus_taxid,NT.family_taxid,NT.order_taxid,NT.class_taxid,NT.phylum_taxid,NT.kingdom_taxid,NT.superkingdom_taxid,NT.superkingdom_name,NT.Accession,NT.Percentage Identity,NT.Alignment Length,NT.Number of mismatches,NT.E-value,NT.Bitscore,NR.species_taxid,NR.genus_taxid,NR.family_taxid,NR.order_taxid,NR.class_taxid,NR.phylum_taxid,NR.kingdom_taxid,NR.superkingdom_taxid,NR.superkingdom_name,NR.Accession,NR.Percentage Identity,NR.Alignment Length,NR.Number of mismatches,NR.E-value,NR.Bitscore
NODE_3473_length_506_cov_0.857520,8,506,0.857520,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852867,-200,-300,-400,28221,1224,-650,2,Bacteria,OQB75573.1,38.788,165,100,2.47e-33,125.0
NODE_3474_length_506_cov_0.820580,6,506,0.820580,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,339862,79206,186807,186802,186801,1239,-650,2,Bacteria,EHQ88303.1,81.25,48,9,2.62e-16,77.4
NODE_3476_length_506_cov_0.810026,4,506,0.810026,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1789224,469,468,72274,1236,1224,-650,2,Bacteria,WP_067554578.1,32.258,62,41,0.29,33.9
NODE_3477_length_506_cov_0.810026,6,506,0.810026,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852881,-200,-300,-400,-500,1239,-650,2,Bacteria,OQC01220.1,99.405,168,1,3.29e-119,350.0
NODE_3480_length_506_cov_0.759894,10,506,0.759894,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852815,-200,-300,-400,-500,976,-650,2,Bacteria,OPZ57330.1,100.0,148,0,3.35e-92,276.0
NODE_3481_length_506_cov_0.744063,6,506,0.744063,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,220622,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_096047076.1,79.762,168,34,8.22e-101,305.0
NODE_3482_length_506_cov_0.683377,22,506,0.683377,2231055,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP031842.1,83.333,486,81,7.68e-123,449.0,2570193,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_153145987.1,95.732,164,6,4.36e-104,305.0
NODE_3483_length_506_cov_0.683377,8,506,0.683377,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1802257,202746,2771471,213849,29547,1224,-650,2,Bacteria,OHE07018.1,100.0,87,0,7.48e-58,178.0
NODE_3484_length_506_cov_0.598945,8,506,0.598945,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31924.1,92.547,161,12,2.01e-98,303.0
NODE_3485_length_506_cov_0.559367,12,506,0.559367,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31926.1,96.0,100,4,1.84e-60,199.0
NODE_3486_length_506_cov_0.527704,8,506,0.527704,1307839,1970191,1970190,1970189,200643,976,-650,2,Bacteria,CP013118.1,87.671,146,18,6.69e-39,171.0,1798417,-200,-300,-400,795747,1134404,-650,2,Bacteria,OGU17470.1,94.643,168,9,1.42e-111,320.0
NODE_3487_length_506_cov_0.498681,11,506,0.498681,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852850,-200,-300,-400,-500,74015,-650,2,Bacteria,OQB34950.1,56.566,99,43,4.3e-23,95.1
NODE_3488_length_506_cov_0.411609,9,506,0.411609,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1898103,-200,75787,206389,28216,1224,-650,2,Bacteria,TXG95630.1,74.405,168,43,1.93e-85,260.0
NODE_3489_length_506_cov_0.253298,24,506,0.253298,1917218,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP054864.1,85.673,342,47,1.33e-95,359.0,2013716,-200,-300,-400,28216,1224,-650,2,Bacteria,PKO39815.1,97.931,145,3,1.13e-100,291.0
NODE_3490_length_505_cov_2.457672,10,505,2.457672,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852798,-200,-300,-400,-500,976,-650,2,Bacteria,OQC46716.1,46.746,169,88,1.84e-42,152.0
NODE_3491_length_505_cov_2.063492,12,505,2.063492,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013682,-200,-300,-400,-500,976,-650,2,Bacteria,PKP37694.1,86.31,168,23,3.36e-98,300.0
NODE_3492_length_505_cov_1.552910,6,505,1.552910,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1797334,-200,-300,-400,-500,976,-650,2,Bacteria,OFX79174.1,74.699,166,42,1.39e-89,270.0
NODE_3493_length_505_cov_1.513228,4,505,1.513228,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2030927,-200,-300,171549,200643,976,-650,2,Bacteria,RPH33126.1,63.158,133,49,1.95e-61,199.0
NODE_3494_length_505_cov_1.436508,8,505,1.436508,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,56698,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_041956751.1,92.929,99,7,8.87e-64,192.0
NODE_3495_length_505_cov_1.383598,4,505,1.383598,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,220622,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_096045631.1,82.883,111,18,2.82e-57,192.0
NODE_3496_length_505_cov_1.378307,22,505,1.378307,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1262952,1263,541000,186802,186801,1239,-650,2,Bacteria,CDB41523.1,30.108,93,54,0.2,34.3
NODE_3497_length_505_cov_1.335979,12,505,1.335979,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,192843,28065,80864,80840,28216,1224,-650,2,Bacteria,OQW86710.1,53.684,95,44,1.32e-25,104.0
NODE_3498_length_505_cov_1.335979,6,505,1.335979,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852805,-200,-300,-400,-500,976,-650,2,Bacteria,OQB70617.1,67.262,168,55,6.07e-69,228.0
NODE_3499_length_505_cov_1.328042,8,505,1.328042,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1802018,-200,-300,206389,28216,1224,-650,2,Bacteria,OHC72306.1,74.046,131,34,2.07e-40,144.0
NODE_3500_length_505_cov_1.248677,14,505,1.248677,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1537915,57665,72294,213849,29547,1224,-650,2,Bacteria,KFL35161.1,84.507,142,22,3.81e-82,251.0
NODE_3501_length_505_cov_1.153439,8,505,1.153439,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3502_length_505_cov_1.129630,19,505,1.129630,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,34073,34072,80864,80840,28216,1224,-650,2,Bacteria,PZP90591.1,73.529,68,18,2.33e-33,116.0
NODE_3503_length_505_cov_1.039683,19,505,1.039683,65553,57665,72294,213849,29547,1224,-650,2,Bacteria,CP001816.1,83.532,504,82,5.88e-129,470.0,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067177709.1,93.431,137,9,6.87e-97,281.0
NODE_3504_length_505_cov_1.021164,8,505,1.021164,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1381557,1499082,2008793,32003,28216,1224,-650,2,Bacteria,WP_121243395.1,44.848,165,87,8.1e-39,142.0
NODE_3505_length_505_cov_1.015873,31,505,1.015873,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD32622.1,95.763,118,5,2.07e-75,234.0
NODE_3506_length_505_cov_0.962963,4,505,0.962963,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,477666,816,815,171549,200643,976,-650,2,Bacteria,WP_027318094.1,99.405,168,1,1.67e-115,331.0
NODE_3507_length_505_cov_0.888889,12,505,0.888889,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,253,59732,2762318,200644,117743,976,-650,2,Bacteria,WP_061084578.1,42.683,164,94,1.7e-31,121.0
NODE_3510_length_505_cov_0.857143,14,505,0.857143,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1797322,-200,-300,-400,-500,976,-650,2,Bacteria,OFX60993.1,67.606,142,46,4.16e-65,201.0
NODE_3518_length_505_cov_0.719577,4,505,0.719577,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2044591,-200,-300,-400,-500,1729712,-650,2,Bacteria,RKZ11038.1,39.103,156,84,5.13e-28,110.0
NODE_3519_length_505_cov_0.642857,14,505,0.642857,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2136175,33057,2008794,206389,28216,1224,-650,2,Bacteria,PTD96262.1,47.305,167,88,1.47e-39,144.0
NODE_3520_length_505_cov_0.574074,7,505,0.574074,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1400053,-200,-300,171549,200643,976,-650,2,Bacteria,AGY54700.1,53.659,123,57,4.24e-37,132.0
NODE_3521_length_505_cov_0.243386,28,505,0.243386,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067176538.1,79.641,167,34,6.49e-95,276.0
NODE_3522_length_505_cov_0.142857,14,505,0.142857,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013682,-200,-300,-400,-500,976,-650,2,Bacteria,PKP37962.1,85.629,167,24,2.22e-96,301.0
NODE_3523_length_504_cov_2.233422,16,504,2.233422,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1537915,57665,72294,213849,29547,1224,-650,2,Bacteria,KFL33570.1,84.127,126,20,2.8e-72,219.0
NODE_3524_length_504_cov_2.013263,12,504,2.013263,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852872,-200,-300,-400,28221,1224,-650,2,Bacteria,OPZ24837.1,42.105,38,22,0.003,39.7
NODE_3525_length_504_cov_1.830239,6,504,1.830239,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,433323,1637744,186806,186802,186801,1239,-650,2,Bacteria,WP_133529168.1,53.254,169,78,5.66e-54,178.0
NODE_3526_length_504_cov_1.628647,10,504,1.628647,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31653.1,95.21,167,8,1.29e-111,327.0
NODE_3527_length_504_cov_1.554377,12,504,1.554377,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013695,-200,-300,-400,-500,976,-650,2,Bacteria,PKP05564.1,44.444,162,85,3.45e-37,135.0
NODE_3528_length_504_cov_1.509284,12,504,1.509284,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3529_length_504_cov_1.480106,6,504,1.480106,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2587012,191,41295,204441,28211,1224,-650,2,Bacteria,WP_183178471.1,36.527,167,93,1.29e-24,100.0
NODE_3530_length_504_cov_1.421751,4,504,1.421751,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2040292,156973,2005520,171549,200643,976,-650,2,Bacteria,WP_101689388.1,59.394,165,67,4.16e-68,212.0
NODE_3531_length_504_cov_1.318302,4,504,1.318302,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1411316,84567,84566,200666,117747,976,-650,2,Bacteria,TXI15080.1,68.452,168,53,2.66e-79,251.0
NODE_3532_length_504_cov_1.198939,12,504,1.198939,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2590900,2760873,2760872,171549,200643,976,-650,2,Bacteria,WP_173076458.1,53.788,132,61,1.25e-28,113.0
NODE_3533_length_504_cov_1.156499,20,504,1.156499,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2100421,-200,-300,28883,2731619,2731618,-650,10239,Viruses,CAB4174655.1,53.571,168,77,8.16e-56,189.0
NODE_3534_length_504_cov_1.076923,12,504,1.076923,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1509405,1903858,82115,356,28211,1224,-650,2,Bacteria,WP_139015071.1,51.282,39,19,0.000496,42.0
NODE_3535_length_504_cov_1.068966,12,504,1.068966,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1002795,864,1843491,909929,909932,1239,-650,2,Bacteria,WP_196593459.1,47.945,73,38,4.17e-18,81.3
NODE_3536_length_504_cov_1.061008,4,504,1.061008,2010828,2792393,1471398,1970189,200643,976,-650,2,Bacteria,AP018694.1,97.085,343,10,9.35e-162,579.0,2010828,2792393,1471398,1970189,200643,976,-650,2,Bacteria,BBE17779.1,100.0,114,0,3.06e-75,229.0
NODE_3537_length_504_cov_0.989390,26,504,0.989390,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1898103,-200,75787,206389,28216,1224,-650,2,Bacteria,TXT28735.1,63.473,167,61,1.31e-65,219.0
NODE_3538_length_504_cov_0.917772,6,504,0.917772,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1974757,-200,-300,-400,-500,67812,-650,2,Bacteria,PIP19913.1,81.579,152,28,9.15e-84,250.0
NODE_3539_length_504_cov_0.917772,4,504,0.917772,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2507161,41273,1737406,1737405,1737404,1239,-650,2,Bacteria,QAT63499.1,50.299,167,77,5.57e-55,177.0
NODE_3540_length_504_cov_0.904509,13,504,0.904509,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1857568,1159323,171551,171549,200643,976,-650,2,Bacteria,WP_068183122.1,46.988,166,86,2.92e-38,140.0
NODE_3544_length_504_cov_0.877984,10,504,0.877984,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2053303,-200,-300,1970189,200643,976,-650,2,Bacteria,PLX09444.1,42.012,169,95,2.34e-43,155.0
NODE_3546_length_504_cov_0.856764,8,504,0.856764,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067173720.1,83.735,166,27,8.21e-93,294.0
NODE_3548_length_504_cov_0.771883,16,504,0.771883,185300,346096,2005523,171549,200643,976,-650,2,Bacteria,CP002345.1,96.238,505,17,0.0,826.0,823,375288,2005525,171549,200643,976,-650,2,Bacteria,EKN21706.1,64.0,75,25,9.74e-31,81.3
NODE_3552_length_504_cov_0.594164,10,504,0.594164,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31749.1,85.714,168,24,8.44e-104,308.0
NODE_3553_length_504_cov_0.543767,16,504,0.543767,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,663364,2321115,72294,213849,29547,1224,-650,2,Bacteria,WP_129088488.1,34.463,177,90,6.53e-12,65.1
NODE_3555_length_504_cov_0.315650,18,504,0.315650,2231055,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP031842.1,87.276,503,64,1.21e-160,575.0,1898103,-200,75787,206389,28216,1224,-650,2,Bacteria,TXT30898.1,96.407,167,6,2.6e-103,306.0
NODE_3556_length_503_cov_2.175532,12,503,2.175532,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,35825,1486726,2304686,186802,186801,1239,-650,2,Bacteria,KNY29036.1,50.0,90,42,2.29e-23,94.7
NODE_3557_length_503_cov_1.640957,17,503,1.640957,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2495594,28231,213422,69541,28221,1224,-650,2,Bacteria,WP_173200359.1,40.714,140,79,2.54e-24,100.0
NODE_3558_length_503_cov_1.555851,8,503,1.555851,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3559_length_503_cov_1.468085,12,503,1.468085,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31097.1,87.037,108,14,4.55e-51,170.0
NODE_3560_length_503_cov_1.369681,8,503,1.369681,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852852,-200,-300,-400,-500,67812,-650,2,Bacteria,OQB12911.1,71.257,167,48,9.97e-78,236.0
NODE_3561_length_503_cov_1.329787,14,503,1.329787,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1076,1073,41294,356,28211,1224,-650,2,Bacteria,TAH64342.1,99.359,156,1,7.89e-112,325.0
NODE_3562_length_503_cov_1.242021,6,503,1.242021,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,552357,22,267890,135622,1236,1224,-650,2,Bacteria,WP_189615315.1,78.523,149,32,1.28e-82,244.0
NODE_3563_length_503_cov_1.095745,12,503,1.095745,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,56698,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_041959517.1,75.0,168,41,1.97e-79,238.0
NODE_3564_length_503_cov_1.069149,14,503,1.069149,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3565_length_503_cov_1.053191,14,503,1.053191,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852795,-200,-300,-400,-500,976,-650,2,Bacteria,OQC61250.1,46.154,104,55,4.62e-22,93.6
NODE_3566_length_503_cov_0.914894,18,503,0.914894,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852921,-200,-300,-400,-500,544448,-650,2,Bacteria,OPZ32526.1,49.412,170,78,3.89e-37,137.0
NODE_3568_length_503_cov_0.872340,8,503,0.872340,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852852,-200,-300,-400,-500,67812,-650,2,Bacteria,OQB12825.1,91.613,155,13,5.95e-104,301.0
NODE_3569_length_503_cov_0.859043,4,503,0.859043,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2487072,2782229,2762318,200644,117743,976,-650,2,Bacteria,WP_124985312.1,72.455,167,43,1.33e-69,218.0
NODE_3571_length_503_cov_0.859043,8,503,0.859043,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,185300,346096,2005523,171549,200643,976,-650,2,Bacteria,ADQ80952.1,63.399,153,55,7.96e-69,215.0
NODE_3573_length_503_cov_0.792553,6,503,0.792553,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1537915,57665,72294,213849,29547,1224,-650,2,Bacteria,KFL33996.1,86.228,167,23,1.42e-63,203.0
NODE_3578_length_503_cov_0.734043,14,503,0.734043,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1640674,2038697,2038695,171549,200643,976,-650,2,Bacteria,WP_092435761.1,52.381,126,60,6.16e-39,141.0
NODE_3579_length_503_cov_0.696809,4,503,0.696809,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1811710,43773,213468,213462,28221,1224,-650,2,Bacteria,OPY15233.1,47.59,166,87,4.26e-48,165.0
NODE_3580_length_503_cov_0.563830,19,503,0.563830,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_025345546.1,76.101,159,38,1.86e-80,241.0
NODE_3581_length_503_cov_0.518617,20,503,0.518617,2026199,1822464,119060,80840,28216,1224,-650,2,Bacteria,CP022989.1,88.0,100,12,2.44e-23,119.0,281362,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_066885807.1,98.039,102,2,1.16e-63,199.0
NODE_3582_length_503_cov_0.372340,10,503,0.372340,1917218,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP054864.1,90.02,501,50,0.0,649.0,2587015,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_168655909.1,94.611,167,9,2.46e-113,337.0
NODE_3583_length_502_cov_2.554667,14,502,2.554667,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1817817,-200,-300,-400,-500,1817798,-650,2,Bacteria,OGE82670.1,48.276,58,30,9.53e-11,61.2
NODE_3584_length_502_cov_1.410667,13,502,1.410667,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013678,-200,-300,-400,-500,976,-650,2,Bacteria,PKP41732.1,62.252,151,56,3.62e-65,202.0
NODE_3585_length_502_cov_1.325333,6,502,1.325333,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,95485,32008,119060,80840,28216,1224,-650,2,Bacteria,WP_175984604.1,54.464,112,50,1.36e-33,117.0
NODE_3586_length_502_cov_1.277333,4,502,1.277333,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2094194,28065,80864,80840,28216,1224,-650,2,Bacteria,WP_105259352.1,75.362,138,34,9.66e-53,168.0
NODE_3587_length_502_cov_1.226667,10,502,1.226667,2675788,-200,543,91347,1236,1224,-650,2,Bacteria,CP046214.1,83.036,112,17,8.83e-18,100.0,1852798,-200,-300,-400,-500,976,-650,2,Bacteria,OQC46332.1,82.759,145,25,6.68e-80,244.0
NODE_3588_length_502_cov_1.133333,10,502,1.133333,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1496,1870884,186804,186802,186801,1239,-650,2,Bacteria,WP_107617398.1,30.357,56,39,0.21,33.9
NODE_3589_length_502_cov_1.058667,6,502,1.058667,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,44674,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_014768903.1,84.762,105,16,4.28e-59,183.0
NODE_3590_length_502_cov_1.029333,4,502,1.029333,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2720391,178469,49546,200644,117743,976,-650,2,Bacteria,WP_168470020.1,48.571,35,15,0.65,32.7
NODE_3591_length_502_cov_0.946667,16,502,0.946667,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1913989,-200,-300,-400,1236,1224,-650,2,Bacteria,RKZ99182.1,41.212,165,63,4.97e-32,122.0
NODE_3592_length_502_cov_0.920000,16,502,0.920000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,65553,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_012857092.1,77.358,106,24,7.59e-51,173.0
NODE_3593_length_502_cov_0.917333,7,502,0.917333,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD30965.1,86.022,93,13,1.33e-55,176.0
NODE_3594_length_502_cov_0.917333,6,502,0.917333,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3598_length_502_cov_0.877333,20,502,0.877333,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,56698,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_041959864.1,70.345,145,43,4.13e-70,212.0
NODE_3599_length_502_cov_0.872000,4,502,0.872000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,328813,239759,171550,171549,200643,976,-650,2,Bacteria,KAA2659489.1,32.727,55,28,0.74,31.6
NODE_3600_length_502_cov_0.842667,14,502,0.842667,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1913988,-200,-300,-400,28211,1224,-650,2,Bacteria,TAE84395.1,62.264,53,20,2.1e-13,68.9
NODE_3601_length_502_cov_0.792000,14,502,0.792000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852896,-200,-300,-400,-500,1239,-650,2,Bacteria,OPZ49684.1,46.707,167,89,8.05e-53,169.0
NODE_3606_length_502_cov_0.709333,14,502,0.709333,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,194424,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_069477286.1,80.233,86,17,2.26e-42,142.0
NODE_3607_length_502_cov_0.469333,8,502,0.469333,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31371.1,95.21,167,8,2.53e-114,332.0
NODE_3608_length_502_cov_0.434667,8,502,0.434667,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,185300,346096,2005523,171549,200643,976,-650,2,Bacteria,WP_013443735.1,33.051,118,74,1.4e-12,67.0
NODE_3609_length_501_cov_1.799465,12,501,1.799465,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31275.1,90.361,166,16,2.97e-105,313.0
NODE_3610_length_501_cov_1.441176,4,501,1.441176,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3611_length_501_cov_1.344920,12,501,1.344920,259537,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP000089.1,91.775,231,19,1.73e-84,322.0,1898103,-200,75787,206389,28216,1224,-650,2,Bacteria,TXT29211.1,98.214,56,1,1.08e-28,110.0
NODE_3612_length_501_cov_1.251337,4,501,1.251337,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852908,-200,-300,-400,-500,203691,-650,2,Bacteria,OQB95169.1,96.203,158,6,7.54e-110,317.0
NODE_3613_length_501_cov_1.211230,6,501,1.211230,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852867,-200,-300,-400,28221,1224,-650,2,Bacteria,OQB78488.1,41.42,169,94,1.25e-34,128.0
NODE_3614_length_501_cov_1.192513,10,501,1.192513,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,AP014723.1,82.52,492,80,3.56e-116,427.0,56698,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_041956805.1,92.771,83,6,6.5e-51,170.0
NODE_3615_length_501_cov_1.173797,22,501,1.173797,357794,67572,267894,135622,1236,1224,-650,2,Bacteria,CP000510.1,81.081,111,19,6.86e-14,87.9,56698,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_041957502.1,89.744,156,16,8.85e-102,296.0
NODE_3616_length_501_cov_1.139037,16,501,1.139037,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013716,-200,-300,-400,28216,1224,-650,2,Bacteria,PKO48453.1,91.045,67,6,1.62e-34,128.0
NODE_3617_length_501_cov_1.024064,4,501,1.024064,1854492,57665,72294,213849,29547,1224,-650,2,Bacteria,CP039734.2,83.557,298,47,3.79e-71,278.0,2013811,-200,-300,-400,-500,1134404,-650,2,Bacteria,PKL81031.1,77.246,167,38,1.25e-81,264.0
NODE_3618_length_501_cov_0.981283,12,501,0.981283,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1640674,2038697,2038695,171549,200643,976,-650,2,Bacteria,WP_092440665.1,48.125,160,83,1.82e-47,160.0
NODE_3619_length_501_cov_0.946524,16,501,0.946524,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067177521.1,84.615,156,24,7.1e-79,243.0
NODE_3620_length_501_cov_0.898396,6,501,0.898396,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2656915,1874621,563835,1853229,1853228,976,-650,2,Bacteria,WP_171609892.1,31.818,66,36,0.58,33.1
NODE_3621_length_501_cov_0.863636,62,501,0.863636,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1705728,194,72294,213849,29547,1224,-650,2,Bacteria,WP_169975858.1,57.857,140,59,8.3e-51,169.0
NODE_3622_length_501_cov_0.855615,4,501,0.855615,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852807,-200,-300,-400,-500,976,-650,2,Bacteria,OQB58246.1,82.036,167,30,2.91e-88,265.0
